mun_fr;mun_ar;map_names_ar;Type de liste (fr);nom_liste_fr;nom_liste_ar;votes_obtenus;porcentage_obtenus;sieges_obtenus;total_inscrits;votes_nul;votes_blancs;total_votes_valide;total_votes
Houmt Souk;حومة السوق;حومة السوق;Liste de coalition;Union Civile;الاتحاد المدني;392;0,030764401;1;33306;260;166;12742;13168
Houmt Souk;حومة السوق;حومة السوق;Liste indépendante;Aleayn...;العین...;1842;0,144561293;4;33306;260;166;12742;13168
Houmt Souk;حومة السوق;حومة السوق;Liste indépendante;Jerba Tajamaena;جربة تجمعنا;1649;0,129414535;4;33306;260;166;12742;13168
Houmt Souk;حومة السوق;حومة السوق;Liste indépendante;Jerba Rawyt 'Ukhraa;جربة رؤیة أخرى;1277;0,100219746;3;33306;260;166;12742;13168
Houmt Souk;حومة السوق;حومة السوق;Liste partisane;AL IRADA;حراك تونس الارادة;773;0,060665516;2;33306;260;166;12742;13168
Houmt Souk;حومة السوق;حومة السوق;Liste partisane;Mouvement Du Peuple;حركة الشعب;485;0,038063098;1;33306;260;166;12742;13168
Houmt Souk;حومة السوق;حومة السوق;Liste partisane;Nidaa Tounes;حركة نداء تونس;888;0,069690786;2;33306;260;166;12742;13168
Houmt Souk;حومة السوق;حومة السوق;Liste partisane;Ennahdha;حزب حركة النھضة;5436;0,426620625;13;33306;260;166;12742;13168
Jammel;جمال;جمال;Liste partisane;Afek Tounes;أفاق تونس;314;0,035544487;1;22244;194;75;8834;9103
Jammel;جمال;جمال;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;637;0,072107765;2;22244;194;75;8834;9103
Jammel;جمال;جمال;Liste indépendante;Alaabed;العابد;306;0,034638895;1;22244;194;75;8834;9103
Jammel;جمال;جمال;Liste indépendante;Jammal Biladouna;جمال بلادنا;2923;0,330880688;10;22244;194;75;8834;9103
Jammel;جمال;جمال;Liste partisane;Machrouu Tounes;حركة مشروع تونس;273;0,030903328;1;22244;194;75;8834;9103
Jammel;جمال;جمال;Liste partisane;Nidaa Tounes;حركة نداء تونس;1774;0,200815033;6;22244;194;75;8834;9103
Jammel;جمال;جمال;Liste partisane;Ennahdha;حزب حركة النھضة;1582;0,179080824;5;22244;194;75;8834;9103
Jammel;جمال;جمال;Liste indépendante;Mawtini;موطني;1025;0,116028979;4;22244;194;75;8834;9103
Jilma;جلمة;جلمة;Liste de coalition;Front Populaire;الجبھة الشعبیة;833;0,163557824;3;13383;204;111;5093;5408
Jilma;جلمة;جلمة;Liste indépendante;Zitouna;الزیتونة;915;0,179658355;3;13383;204;111;5093;5408
Jilma;جلمة;جلمة;Liste indépendante;Alfawz W Aleamal;الفوز و العمل;579;0,113685451;2;13383;204;111;5093;5408
Jilma;جلمة;جلمة;Liste partisane;AL IRADA;حراك تونس الارادة;154;0,030237581;1;13383;204;111;5093;5408
Jilma;جلمة;جلمة;Liste partisane;Nidaa Tounes;حركة نداء تونس;913;0,179265659;3;13383;204;111;5093;5408
Jilma;جلمة;جلمة;Liste partisane;Ennahdha;حزب حركة النھضة;1699;0,333595131;6;13383;204;111;5093;5408
Joumine;جومین;جومين;Liste indépendante;Altahadi Al Tanmaoui;التحدي التنموي;794;0,173097885;4;11736;416;130;4587;5133
Joumine;جومین;جومين;Liste de coalition;Front Populaire;الجبھة الشعبیة;73;0,015914541;0;11736;416;130;4587;5133
Joumine;جومین;جومين;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;367;0,08000872;2;11736;416;130;4587;5133
Joumine;جومین;جومين;Liste indépendante;Alsumud W Al'Iirada;الصمود و الإرادة;74;0,016132549;0;11736;416;130;4587;5133
Joumine;جومین;جومين;Liste indépendante;Al Aamal;العمل;367;0,08000872;2;11736;416;130;4587;5133
Joumine;جومین;جومين;Liste indépendante;Jumin 'Iilaa Al'Amam;جومین إلى الأمام;536;0,116851973;3;11736;416;130;4587;5133
Joumine;جومین;جومين;Liste partisane;Machrouu Tounes;حركة مشروع تونس;89;0,01940266;0;11736;416;130;4587;5133
Joumine;جومین;جومين;Liste partisane;Nidaa Tounes;حركة نداء تونس;1162;0,253324613;7;11736;416;130;4587;5133
Joumine;جومین;جومين;Liste partisane;Ennahdha;حزب حركة النھضة;592;0,129060388;3;11736;416;130;4587;5133
Joumine;جومین;جومين;Liste partisane;Sawt Ettounsi;حزب صوت التونسي;195;0,042511445;1;11736;416;130;4587;5133
Joumine;جومین;جومين;Liste indépendante;Ghodwa Khir;غدوة خیر;338;0,073686505;2;11736;416;130;4587;5133
Kairouan;القیروان;القيروان;Liste indépendante;Akhyar Altayar;أخیار التیار;426;0,022659574;0;71387;636;310;18800;19746
Kairouan;القیروان;القيروان;Liste de coalition;Union Civile;الإتحاد المدني;1466;0,077978723;3;71387;636;310;18800;19746
Kairouan;القیروان;القيروان;Liste partisane;Courant Démocrate;التیار الدمقراطي;1555;0,082712766;3;71387;636;310;18800;19746
Kairouan;القیروان;القيروان;Liste de coalition;Front Populaire;الجبھة الشعبیة;974;0,051808511;2;71387;636;310;18800;19746
Kairouan;القیروان;القيروان;Liste partisane;AL IRADA;حراك تونس الارادة;1348;0,071702128;3;71387;636;310;18800;19746
Kairouan;القیروان;القيروان;Liste partisane;Nidaa Tounes;حركة نداء تونس;3504;0,186382979;7;71387;636;310;18800;19746
Kairouan;القیروان;القيروان;Liste partisane;Ennahdha;حزب حركة النھضة;7562;0,402234043;15;71387;636;310;18800;19746
Kairouan;القیروان;القيروان;Liste indépendante;Li'Ihya' Alkayrawan;لإحیاء القیروان;1242;0,06606383;2;71387;636;310;18800;19746
Kairouan;القیروان;القيروان;Liste indépendante;Min Ajl Alqayrawan;من أجل القیروان;723;0,038457447;1;71387;636;310;18800;19746
Kalâat El Andalous;قلعة الأندلس;قلعة الأندلس;Liste partisane;Afek Tounes;أفاق تونس;212;0,042046807;1;11075;143;65;5042;5250
Kalâat El Andalous;قلعة الأندلس;قلعة الأندلس;Liste indépendante;Al'Iitilaf Almadani Biqalaat Alandalus;الإئتلاف المدني بقلعة الاندلس;750;0,148750496;3;11075;143;65;5042;5250
Kalâat El Andalous;قلعة الأندلس;قلعة الأندلس;Liste indépendante;Alyd Fi Alyd Libina' Alghad;الید في الید لبناء الغد;207;0,041055137;1;11075;143;65;5042;5250
Kalâat El Andalous;قلعة الأندلس;قلعة الأندلس;Liste partisane;Nidaa Tounes;حركة نداء تونس;1875;0,37187624;9;11075;143;65;5042;5250
Kalâat El Andalous;قلعة الأندلس;قلعة الأندلس;Liste partisane;Ennahdha;حزب حركة النھضة;1436;0,284807616;7;11075;143;65;5042;5250
Kalâat El Andalous;قلعة الأندلس;قلعة الأندلس;Liste indépendante;Qayimat Al Oubour;قائمة العبور;562;0,111463705;3;11075;143;65;5042;5250
Kelibia;قلیبیة;قليبية;Liste partisane;Afek Tounes;أفاق تونس;195;0,020431685;0;24622;231;120;9544;9895
Kelibia;قلیبیة;قليبية;Liste indépendante;Alaitilaf Almadaniu Kelibya;الائتلاف المدني بقلیبیة;318;0,033319363;1;24622;231;120;9544;9895
Kelibia;قلیبیة;قليبية;Liste partisane;Courant Démocrate;التیار الدمقراطي;670;0,070201174;2;24622;231;120;9544;9895
Kelibia;قلیبیة;قليبية;Liste indépendante;Althibat Fi Hubin Kelibya;الثبات في حب قلیبیة;227;0,023784577;0;24622;231;120;9544;9895
Kelibia;قلیبیة;قليبية;Liste partisane;Parti Destourien Libre Pdl;الحزب الدستوري الحر;1041;0,109073764;4;24622;231;120;9544;9895
Kelibia;قلیبیة;قليبية;Liste partisane;Machrouu Tounes;حركة مشروع تونس;255;0,026718357;0;24622;231;120;9544;9895
Kelibia;قلیبیة;قليبية;Liste partisane;Nidaa Tounes;حركة نداء تونس;1379;0,144488684;5;24622;231;120;9544;9895
Kelibia;قلیبیة;قليبية;Liste partisane;Ennahdha;حزب حركة النھضة;1262;0,132229673;4;24622;231;120;9544;9895
Kelibia;قلیبیة;قليبية;Liste indépendante;Hamat Alwatan;حماة الوطن;356;0,037300922;1;24622;231;120;9544;9895
Kelibia;قلیبیة;قليبية;Liste indépendante;Kelibya Aleazyza;قلیبیة العزیزة;685;0,071772842;2;24622;231;120;9544;9895
Kelibia;قلیبیة;قليبية;Liste indépendante;Kelibya Fi Eynyna;قلیبیة في عینینا;3156;0,330678961;11;24622;231;120;9544;9895
Khelidia;الخلیدیة;الخليدية;Liste indépendante;Al'Amal;الامل;106;0,036933798;1;7617;160;92;2870;3122
Khelidia;الخلیدیة;الخليدية;Liste indépendante;Albina' W Al'Iislah W Altaamir;البناء و الاصلاح و التعمیر;505;0,175958188;3;7617;160;92;2870;3122
Khelidia;الخلیدیة;الخليدية;Liste indépendante;Alkhlydiya Tajmaouna;الخلیدیة تجمعنا;471;0,164111498;3;7617;160;92;2870;3122
Khelidia;الخلیدیة;الخليدية;Liste partisane;Nidaa Tounes;حركة نداء تونس;844;0,294076655;5;7617;160;92;2870;3122
Khelidia;الخلیدیة;الخليدية;Liste partisane;Ennahdha;حزب حركة النھضة;944;0,328919861;6;7617;160;92;2870;3122
Khenis;خنیس;خنيس;Liste indépendante;Almadina;المدینة;991;0,40698152;8;5642;60;37;2435;2532
Khenis;خنیس;خنيس;Liste partisane;AL IRADA;حراك تونس الارادة;162;0,066529774;1;5642;60;37;2435;2532
Khenis;خنیس;خنيس;Liste partisane;Nidaa Tounes;حركة نداء تونس;441;0,18110883;3;5642;60;37;2435;2532
Khenis;خنیس;خنيس;Liste partisane;Ennahdha;حزب حركة النھضة;841;0,345379877;6;5642;60;37;2435;2532
Kondar;كندار;كندار;Liste partisane;Courant Démocrate;التیار الدمقراطي;225;0,060176518;1;5973;237;67;3739;4043
Kondar;كندار;كندار;Liste partisane;Machrouu Tounes;حركة مشروع تونس;235;0,06285103;1;5973;237;67;3739;4043
Kondar;كندار;كندار;Liste partisane;Nidaa Tounes;حركة نداء تونس;1143;0,30569671;6;5973;237;67;3739;4043
Kondar;كندار;كندار;Liste partisane;Ennahdha;حزب حركة النھضة;1549;0,414281894;7;5973;237;67;3739;4043
Kondar;كندار;كندار;Liste indépendante;Fabihyth Almustaqbal Likindar;فبحیث المستقبل لكندار;437;0,11687617;2;5973;237;67;3739;4043
Kondar;كندار;كندار;Liste indépendante;Kindar Liljamyea;كندار للجمیع;150;0,040117679;1;5973;237;67;3739;4043
Korba;قربة;قربة;Liste partisane;Afek Tounes;أفاق تونس;553;0,060010852;2;24931;303;163;9215;9681
Korba;قربة;قربة;Liste indépendante;Al'Iizdihar;الإزدھار;1603;0,173955507;5;24931;303;163;9215;9681
Korba;قربة;قربة;Liste partisane;Courant Démocrate;التیار الدمقراطي;1632;0,17710255;5;24931;303;163;9215;9681
Korba;قربة;قربة;Liste partisane;AL IRADA;حراك تونس الارادة;462;0,050135648;2;24931;303;163;9215;9681
Korba;قربة;قربة;Liste partisane;Machrouu Tounes;حركة مشروع تونس;1068;0,115897992;4;24931;303;163;9215;9681
Korba;قربة;قربة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1056;0,114595768;3;24931;303;163;9215;9681
Korba;قربة;قربة;Liste partisane;Ennahdha;حزب حركة النھضة;1935;0,209983722;6;24931;303;163;9215;9681
Korba;قربة;قربة;Liste indépendante;Sawtouna;صوتنا;514;0,055778622;2;24931;303;163;9215;9681
Korba;قربة;قربة;Liste indépendante;Ghadwat Khyr;غدوة خیر;392;0,042539338;1;24931;303;163;9215;9681
Ksar Hellal;قصر ھلال;قصر هلال;Liste indépendante;Altahadi;التحدي;2329;0,208935139;5;26671;289;136;11147;11572
Ksar Hellal;قصر ھلال;قصر هلال;Liste de coalition;Front Populaire;الجبھة الشعبیة;445;0,039921055;1;26671;289;136;11147;11572
Ksar Hellal;قصر ھلال;قصر هلال;Liste indépendante;Aldrabou;الدرابو;271;0,024311474;0;26671;289;136;11147;11572
Ksar Hellal;قصر ھلال;قصر هلال;Liste indépendante;Amana;أمانة;2451;0,219879788;6;26671;289;136;11147;11572
Ksar Hellal;قصر ھلال;قصر هلال;Liste partisane;Machrouu Tounes;حركة مشروع تونس;280;0,025118866;0;26671;289;136;11147;11572
Ksar Hellal;قصر ھلال;قصر هلال;Liste partisane;Nidaa Tounes;حركة نداء تونس;1922;0,172423073;4;26671;289;136;11147;11572
Ksar Hellal;قصر ھلال;قصر هلال;Liste partisane;Ennahdha;حزب حركة النھضة;1271;0,11402171;3;26671;289;136;11147;11572
Ksar Hellal;قصر ھلال;قصر هلال;Liste indépendante;Qasr Hal 'Iilaa Al'Amam;قصرھلال إلى الأمام;607;0,054454113;1;26671;289;136;11147;11572
Ksar Hellal;قصر ھلال;قصر هلال;Liste indépendante;Kolna Shabab;كلنا شباب;578;0,051852516;1;26671;289;136;11147;11572
Ksar Hellal;قصر ھلال;قصر هلال;Liste indépendante;Madynati;مدینتي;656;0,058849915;2;26671;289;136;11147;11572
Ksar Hellal;قصر ھلال;قصر هلال;Liste indépendante;Muatinun;مواطنون;337;0,03023235;1;26671;289;136;11147;11572
Ksibet El Mediouni;قصیبة المدیوني;قصيبة المديوني;Liste partisane;Nidaa Tounes;حركة نداء تونس;775;0,22908661;4;7264;86;58;3383;3527
Ksibet El Mediouni;قصیبة المدیوني;قصيبة المديوني;Liste partisane;Ennahdha;حزب حركة النھضة;706;0,208690511;4;7264;86;58;3383;3527
Ksibet El Mediouni;قصیبة المدیوني;قصيبة المديوني;Liste indépendante;Kolna Qasybat Almudyounii;كلنا قصیبة المدیوني;1902;0,562222879;10;7264;86;58;3383;3527
Lamta;لمطة;لمطة;Liste de coalition;Front Populaire;الجبھة الشعبیة;220;0,124364047;1;3190;44;16;1769;1829
Lamta;لمطة;لمطة;Liste indépendante;Alshuruq;الشروق;838;0,473713963;6;3190;44;16;1769;1829
Lamta;لمطة;لمطة;Liste partisane;Nidaa Tounes;حركة نداء تونس;589;0,332956473;4;3190;44;16;1769;1829
Lamta;لمطة;لمطة;Liste partisane;Ennahdha;حزب حركة النھضة;122;0,068965517;1;3190;44;16;1769;1829
Le Kram;الكرم;الكرم;Liste indépendante;Bil 'Iirada Nanmou;بالإرادة ننمو;891;0,117872734;4;30179;346;268;7559;8173
Le Kram;الكرم;الكرم;Liste partisane;Nidaa Tounes;حركة نداء تونس;2918;0,386029898;11;30179;346;268;7559;8173
Le Kram;الكرم;الكرم;Liste partisane;Ennahdha;حزب حركة النھضة;2329;0,308109538;9;30179;346;268;7559;8173
Le Kram;الكرم;الكرم;Liste indépendante;Rijal Nisa' W Shabab Alkram;رجال نساء و شباب الكرم;1421;0,187987829;6;30179;346;268;7559;8173
Mateur;ماطر;ماطر;Liste indépendante;Altahadi;التحدي;710;0,14657308;3;19888;325;149;4844;5318
Mateur;ماطر;ماطر;Liste de coalition;Front Populaire;الجبھة الشعبیة;353;0,072873658;2;19888;325;149;4844;5318
Mateur;ماطر;ماطر;Liste partisane;Machrouu Tounes;حركة مشروع تونس;454;0,093724195;2;19888;325;149;4844;5318
Mateur;ماطر;ماطر;Liste partisane;Nidaa Tounes;حركة نداء تونس;1954;0,403385632;10;19888;325;149;4844;5318
Mateur;ماطر;ماطر;Liste partisane;Ennahdha;حزب حركة النھضة;1373;0,283443435;7;19888;325;149;4844;5318
Mdhila;المظیلة;المظيلة;Liste indépendante;Ittihad Almdhilat;إتحاد المظیلة;227;0;1;8969;176;47;4274;4497
Mdhila;المظیلة;المظيلة;Liste indépendante;Altawafuq;التوافق;591;0;2;8969;176;47;4274;4497
Mdhila;المظیلة;المظيلة;Liste de coalition;Front Populaire;الجبھة الشعبیة;401;0;2;8969;176;47;4274;4497
Mdhila;المظیلة;المظيلة;Liste partisane;Parti Des Verts Pour Le Progrès;الخضر للتقدم;150;0;1;8969;176;47;4274;4497
Mdhila;المظیلة;المظيلة;Liste indépendante;Almdhilat Fi Alqalb;المظیلة في القلب;125;0;0;8969;176;47;4274;4497
Mdhila;المظیلة;المظيلة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1225;0;5;8969;176;47;4274;4497
Mdhila;المظیلة;المظيلة;Liste partisane;Ennahdha;حزب حركة النھضة;855;0;4;8969;176;47;4274;4497
Mdhila;المظیلة;المظيلة;Liste indépendante;Shabab Al Mdhila;شباب المظیلة;415;0;2;8969;176;47;4274;4497
Mdhila;المظیلة;المظيلة;Liste indépendante;Qayimat 'Iislah Weamar;قائمة اصلاح واعمار;285;0;1;8969;176;47;4274;4497
Mednine;مدنین;مدنين;Liste de coalition;Union Civile;الإتحاد المدني;345;0,022864338;0;47023;382;238;15089;15709
Mednine;مدنین;مدنين;Liste partisane;Courant Démocrate;التیار الدمقراطي;822;0,054476771;2;47023;382;238;15089;15709
Mednine;مدنین;مدنين;Liste indépendante;Alnajma;النجمة;877;0,058121811;2;47023;382;238;15089;15709
Mednine;مدنین;مدنين;Liste partisane;Mouvement De La Lutte Patriotique;النضال الوطني;703;0,046590231;2;47023;382;238;15089;15709
Mednine;مدنین;مدنين;Liste partisane;AL IRADA;حراك تونس الارادة;941;0,062363311;2;47023;382;238;15089;15709
Mednine;مدنین;مدنين;Liste partisane;Mouvement Du Peuple;حركة الشعب;735;0,048710982;2;47023;382;238;15089;15709
Mednine;مدنین;مدنين;Liste partisane;Nidaa Tounes;حركة نداء تونس;1418;0,093975744;4;47023;382;238;15089;15709
Mednine;مدنین;مدنين;Liste partisane;Ennahdha;حزب حركة النھضة;7380;0,489098018;18;47023;382;238;15089;15709
Mednine;مدنین;مدنين;Liste indépendante;Qayimat Midnyn Liltanmya;قائمة مدنین للتنمیة;651;0,043144012;2;47023;382;238;15089;15709
Mednine;مدنین;مدنين;Liste indépendante;Midnyn Afdhal;مدنین أفضل;968;0,064152694;2;47023;382;238;15089;15709
Mednine;مدنین;مدنين;Liste indépendante;Minkum W Fykom;منكم و فیكم;249;0,016502088;0;47023;382;238;15089;15709
Megrine;مقرین;مقرين;Liste indépendante;Alsidq W Al'Iinjaz;الصدق و الانجاز;367;0,061095389;1;17014;179;132;6007;6318
Megrine;مقرین;مقرين;Liste indépendante;Alkafa'A;الكفاءة;1730;0,287997336;7;17014;179;132;6007;6318
Megrine;مقرین;مقرين;Liste indépendante;Almuwatina Al Massouula;المواطنة المسؤولة;913;0,151989346;4;17014;179;132;6007;6318
Megrine;مقرین;مقرين;Liste partisane;Nidaa Tounes;حركة نداء تونس;1062;0,176793741;4;17014;179;132;6007;6318
Megrine;مقرین;مقرين;Liste partisane;Ennahdha;حزب حركة النھضة;1266;0,21075412;5;17014;179;132;6007;6318
Megrine;مقرین;مقرين;Liste indépendante;Megrin Al Tahadi;مقرین التحدي;303;0,050441152;1;17014;179;132;6007;6318
Megrine;مقرین;مقرين;Liste indépendante;Megrin Lilruqey Almadanii;مقرین للرقي المدني;366;0,060928916;2;17014;179;132;6007;6318
Meknassy;المكناسي;المكناسي;Liste de coalition;Front Populaire;الجبھة الشعبیة;705;0,141;2;14929;217;78;5000;5295
Meknassy;المكناسي;المكناسي;Liste indépendante;Alhayat;الحیاة;224;0,0448;1;14929;217;78;5000;5295
Meknassy;المكناسي;المكناسي;Liste indépendante;Almiknasi Aljadida;المكناسي الجدیدة;591;0,1182;2;14929;217;78;5000;5295
Meknassy;المكناسي;المكناسي;Liste indépendante;Almiknasi 'Amana;المكناسي أمانة;239;0,0478;1;14929;217;78;5000;5295
Meknassy;المكناسي;المكناسي;Liste partisane;AL IRADA;حراك تونس الارادة;152;0,0304;1;14929;217;78;5000;5295
Meknassy;المكناسي;المكناسي;Liste partisane;Mouvement Du Peuple;حركة الشعب;813;0,1626;3;14929;217;78;5000;5295
Meknassy;المكناسي;المكناسي;Liste partisane;Nidaa Tounes;حركة نداء تونس;759;0,1518;3;14929;217;78;5000;5295
Meknassy;المكناسي;المكناسي;Liste partisane;Ennahdha;حزب حركة النھضة;1097;0,2194;4;14929;217;78;5000;5295
Meknassy;المكناسي;المكناسي;Liste indépendante;Syd Alkhanq;صید الخنق;420;0,084;1;14929;217;78;5000;5295
Menzel Abderrahmane;منزل عبد الرحمان;منزل عبد الرحمان;Liste de coalition;Union Civile;الاتحاد المدني;622;0,189115233;3;8139;171;68;3289;3528
Menzel Abderrahmane;منزل عبد الرحمان;منزل عبد الرحمان;Liste partisane;Courant Démocrate;التیار الدمقراطي;671;0,204013378;4;8139;171;68;3289;3528
Menzel Abderrahmane;منزل عبد الرحمان;منزل عبد الرحمان;Liste de coalition;Front Populaire;الجبھة الشعبیة;449;0,136515658;3;8139;171;68;3289;3528
Menzel Abderrahmane;منزل عبد الرحمان;منزل عبد الرحمان;Liste partisane;Nidaa Tounes;حركة نداء تونس;503;0,152934022;3;8139;171;68;3289;3528
Menzel Abderrahmane;منزل عبد الرحمان;منزل عبد الرحمان;Liste partisane;Ennahdha;حزب حركة النھضة;1044;0,317421709;5;8139;171;68;3289;3528
Menzel Bourguiba;منزل بورقيبة;منزل بورقيبة;Liste de coalition;Union Civile;الاتحاد المدني;318;0,041595814;1;29721;401;174;7645;8220
Menzel Bourguiba;منزل بورقيبة;منزل بورقيبة;Liste indépendante;Altahadi;التحدي;1002;0,131066056;4;29721;401;174;7645;8220
Menzel Bourguiba;منزل بورقيبة;منزل بورقيبة;Liste indépendante;Awlad Bilad;أولاد بلاد;251;0,032831916;1;29721;401;174;7645;8220
Menzel Bourguiba;منزل بورقيبة;منزل بورقيبة;Liste partisane;Beni Watani;بني وطني;357;0,046697188;1;29721;401;174;7645;8220
Menzel Bourguiba;منزل بورقيبة;منزل بورقيبة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1464;0,191497711;6;29721;401;174;7645;8220
Menzel Bourguiba;منزل بورقيبة;منزل بورقيبة;Liste partisane;Ennahdha;حزب حركة النھضة;2778;0,363374755;11;29721;401;174;7645;8220
Menzel Bourguiba;منزل بورقيبة;منزل بورقيبة;Liste indépendante;Ghadwa Khyr;غدوة خیر;780;0,102027469;3;29721;401;174;7645;8220
Menzel Bourguiba;منزل بورقيبة;منزل بورقيبة;Liste indépendante;Qayimat Linartaqi;قائمة لنرتقي;695;0,090909091;3;29721;401;174;7645;8220
Menzel Bouzaiane;منزل بوزیان;منزل بوزيان;Liste indépendante;Altahadiy;التحدي;268;0,038953488;1;16625;236;114;6880;7230
Menzel Bouzaiane;منزل بوزیان;منزل بوزيان;Liste de coalition;Front Populaire;الجبھة الشعبیة;952;0,138372093;4;16625;236;114;6880;7230
Menzel Bouzaiane;منزل بوزیان;منزل بوزيان;Liste partisane;Parti Socialiste;الحزب الاشتراكي;305;0,044331395;1;16625;236;114;6880;7230
Menzel Bouzaiane;منزل بوزیان;منزل بوزيان;Liste indépendante;Altumuh;الطموح;375;0,054505814;1;16625;236;114;6880;7230
Menzel Bouzaiane;منزل بوزیان;منزل بوزيان;Liste indépendante;Alwahdat Lighad 'Afdal;الوحدة لغد أفضل;1201;0,174563953;4;16625;236;114;6880;7230
Menzel Bouzaiane;منزل بوزیان;منزل بوزيان;Liste indépendante;Alwafa;الوفاء;972;0,14127907;4;16625;236;114;6880;7230
Menzel Bouzaiane;منزل بوزیان;منزل بوزيان;Liste partisane;Mouvement Démocrate socialiste;حركة الدیمقراطیین الاجتماعیین;178;0,025872093;0;16625;236;114;6880;7230
Menzel Bouzaiane;منزل بوزیان;منزل بوزيان;Liste partisane;Nidaa Tounes;حركة نداء تونس;670;0,097383721;2;16625;236;114;6880;7230
Menzel Bouzaiane;منزل بوزیان;منزل بوزيان;Liste partisane;Ennahdha;حزب حركة النھضة;882;0,128197674;3;16625;236;114;6880;7230
Menzel Bouzaiane;منزل بوزیان;منزل بوزيان;Liste indépendante;Hayat Karyma;حیاة كریمة;839;0,121947674;3;16625;236;114;6880;7230
Menzel Bouzaiane;منزل بوزیان;منزل بوزيان;Liste indépendante;Qayimat Manzil Bouzayan;قائمة منزل بوزیان;238;0,034593023;1;16625;236;114;6880;7230
Menzel Ennour;منزل نور;منزل نور;Liste indépendante;Aldwamsyya;الدوامسیة;372;0,120349401;2;5821;57;46;3091;3194
Menzel Ennour;منزل نور;منزل نور;Liste partisane;Nidaa Tounes;حركة نداء تونس;1069;0,345842769;6;5821;57;46;3091;3194
Menzel Ennour;منزل نور;منزل نور;Liste partisane;Ennahdha;حزب حركة النھضة;1650;0,533807829;10;5821;57;46;3091;3194
Menzel Farsi;منزل فارسي;منزل فارسي;Liste indépendante;Al'Asala;الأصالة;299;0,271571299;3;1936;31;25;1101;1157
Menzel Farsi;منزل فارسي;منزل فارسي;Liste indépendante;Aljyl Aldhdhabi;الجیل الذھبي;172;0,156221617;2;1936;31;25;1101;1157
Menzel Farsi;منزل فارسي;منزل فارسي;Liste indépendante;Alfursan;الفرسان;368;0,334241599;4;1936;31;25;1101;1157
Menzel Farsi;منزل فارسي;منزل فارسي;Liste partisane;Nidaa Tounes;حركة نداء تونس;49;0,044504995;1;1936;31;25;1101;1157
Menzel Farsi;منزل فارسي;منزل فارسي;Liste partisane;Ennahdha;حزب حركة النھضة;213;0,19346049;2;1936;31;25;1101;1157
Menzel Hayet;منزل حیاة;منزل حياة;Liste indépendante;Al'Ajyal Aljadyda;الأجیال الجدیدة;374;0,105115233;2;5918;97;51;3558;3706
Menzel Hayet;منزل حیاة;منزل حياة;Liste indépendante;Alhayat Limanzil Alhayat;الحیاة لمنزل الحیاة;151;0,042439573;1;5918;97;51;3558;3706
Menzel Hayet;منزل حیاة;منزل حياة;Liste indépendante;Alshumukh;الشموخ;300;0,084317032;2;5918;97;51;3558;3706
Menzel Hayet;منزل حیاة;منزل حياة;Liste partisane;Nidaa Tounes;حركة نداء تونس;329;0,092467678;2;5918;97;51;3558;3706
Menzel Hayet;منزل حیاة;منزل حياة;Liste partisane;Ennahdha;حزب حركة النھضة;208;0,058459809;1;5918;97;51;3558;3706
Menzel Hayet;منزل حیاة;منزل حياة;Liste indépendante;Qayimat Alhyat W Al'Ardh;قائمة الحیاة و الأرض;465;0,1306914;2;5918;97;51;3558;3706
Menzel Hayet;منزل حیاة;منزل حياة;Liste indépendante;Qayimat Al Eyn;قائمة العین;281;0,078976953;1;5918;97;51;3558;3706
Menzel Hayet;منزل حیاة;منزل حياة;Liste indépendante;Nahw Ghad 'Afdhal;نحو غد أفضل;1450;0,407532322;7;5918;97;51;3558;3706
Menzel Hor;منزل حر;منزل حر;Liste indépendante;Al'Amal;الأمل;434;0,254994125;3;3827;73;33;1702;1808
Menzel Hor;منزل حر;منزل حر;Liste indépendante;Alainfitah;الانفتاح;134;0,078730905;1;3827;73;33;1702;1808
Menzel Hor;منزل حر;منزل حر;Liste partisane;Nidaa Tounes;حركة نداء تونس;781;0,458871915;6;3827;73;33;1702;1808
Menzel Hor;منزل حر;منزل حر;Liste partisane;Ennahdha;حزب حركة النھضة;353;0,207403055;2;3827;73;33;1702;1808
Menzel Jemil;منزل جمیل;منزل جميل;Liste indépendante;Al'Iinjaz;الانجاز;1100;0,239808153;6;13072;190;77;4587;4854
Menzel Jemil;منزل جمیل;منزل جميل;Liste partisane;Nidaa Tounes;حركة نداء تونس;457;0,099629387;3;13072;190;77;4587;4854
Menzel Jemil;منزل جمیل;منزل جميل;Liste partisane;Ennahdha;حزب حركة النھضة;1453;0,31676477;7;13072;190;77;4587;4854
Menzel Jemil;منزل جمیل;منزل جميل;Liste indépendante;Rihan Alshabab;رھان الشباب;430;0,093743187;2;13072;190;77;4587;4854
Menzel Jemil;منزل جمیل;منزل جميل;Liste indépendante;Maa Baadhna Khyr;مع بعضنا خیر;1147;0,250054502;6;13072;190;77;4587;4854
Menzel Kamel;منزل كامل;منزل كامل;Liste partisane;Nidaa Tounes;حركة نداء تونس;846;0,486486486;6;3601;48;33;1739;1820
Menzel Kamel;منزل كامل;منزل كامل;Liste partisane;Ennahdha;حزب حركة النھضة;620;0,35652674;4;3601;48;33;1739;1820
